reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
fbd04c7d-6ce8-4dc5-8477-1ba811acc7f8,Ed*******ng,https://play-lh.googleusercontent.com/a/ACg8ocK4lKlYmysTzJ2X-18QLWpXglE1Jf8j0drzIa9lzWOUeLSMzg=mo,nice app,5,1,4.7.1,2025-08-01 09:20:20,,,4.7.1
0a58ce66-f259-4f9c-b209-9c643fc24f9d,yo**********mo,https://play-lh.googleusercontent.com/a-/ALV-UjV9vG1rhSoo4ZC_PzQCz38IYgGx6jzxG2nOSErrKeZPk6ZwGCU,can not login. request to login from another one. don't get it,2,2,4.7.1,2025-08-01 01:26:25,,,4.7.1
98c9ee65-6f56-4411-823b-899e77c3db50,Ma**************io,https://play-lh.googleusercontent.com/a/ACg8ocJG-ZZUavMVP5zX6_ZDGF60kSFhgYMW7ZMUSTzOKFDlck9gbg=mo,"Pengemudinya ramah, mobilnya enak",5,1,4.6.2,2025-07-31 09:13:04,,,4.6.2
1b62b50c-2094-47a8-bc7d-766b5e787fbb,Am**ia,https://play-lh.googleusercontent.com/a-/ALV-UjWhGp9NEIssQzRnMBlqw4QVPCRkninbObyseS9ylUFlwpCuYg-d,Suka eror aplikasinya,1,1,4.6.2,2025-07-28 17:16:40,,,4.6.2
77b901f3-5044-4c4b-9b55-9b0afd0af05c,Ay*****P.,https://play-lh.googleusercontent.com/a-/ALV-UjU8H6ezJHak5GcsNRP8BQv14SGJtlqFIpRjBFOfUIHebbNh2pg,"map isn't accurate, navigation is going nowhere, pick up location wherever",2,2,4.6.2,2025-07-28 08:20:01,,,4.6.2
5d83079c-5003-4771-947e-1eb277ebe7c8,Ri************to,https://play-lh.googleusercontent.com/a-/ALV-UjUk_h3wHeGaRy5A8gttMGSE4XWMp6gx2LgLWOBn8JGSyYWm01a2gw,"cannot login, says my device is locked",1,3,4.6.2,2025-07-27 11:28:08,,,4.6.2
83385c4e-9105-45b6-840a-57b3604b5807,Mu********ti,https://play-lh.googleusercontent.com/a-/ALV-UjVaA9EklmHUJ0f5wWy2vZ0E2EJEY6pjwc1rT_o5WLAEku12Jy3TtQ,too many notifications. spamming,2,1,4.6.2,2025-07-27 10:12:20,,,4.6.2
9fe38722-b17e-41bb-8614-19a53880bb30,Ri*********ra,https://play-lh.googleusercontent.com/a-/ALV-UjU3E9KGoLnXQ4NW18SOMW0DcZuYxP9ItnES0xT_5GoEILNWGE6h,"I just gave an honest rating because currently, the drivers are very lazy and it doesn't make sense that many of them want to switch the payment method from cashless to cash. It's very annoying, and I don't want to follow their requests. Please make sure to address this issue with your drivers and provide them with the proper knowledge on how to handle customers.",2,6,4.6.2,2025-07-26 19:36:51,,,4.6.2
da80538c-ebde-4225-a92c-9e633d693be1,Bi*ly,https://play-lh.googleusercontent.com/a-/ALV-UjUtdXzAO_zrbIog7XdQWGL89iCjI8UeAEvFgKIosY-W1ZMkHqEWFg,"percuma ada opsi booking, banyak armada yg lewat nawarin lgsg tapi ga mau pick up booking",1,2,4.6.2,2025-07-26 00:14:47,,,4.6.2
8f6041cd-a9c2-4e29-9487-573d1b02c44f,Ku*************ha,https://play-lh.googleusercontent.com/a-/ALV-UjXDn3dhY9x0CRLprER5SVSJTmpNR9UNnHPy0MctgAxr5CUzdA,"Emang paling bener naik blue bird, drivernya g bisa baca map, dikasih fix rate ngeluh, ngedecak2, marah2, muter2 jalan bolak balik, krn salah sendiri g ngerti maps, pake mobil ugal ugalan, bikin pusing kepala, sopir angkot jadi sopir taxi ya gini... hadeuuh",1,1,,2025-07-25 17:01:34,,,
491be67d-9111-4b35-9afc-217fa1284ee3,Ri********ka,https://play-lh.googleusercontent.com/a-/ALV-UjUMNjXFGXHFCHW9YxUjzcwm2rFbF4B_WtKNc2xn5CQc6vFkYiiu,good,5,1,4.6.1,2025-07-25 13:50:38,,,4.6.1
d66f5722-6737-4648-b2dc-43692edee800,ef***dy,https://play-lh.googleusercontent.com/a/ACg8ocI1I5qM439Z5JrEsx822Y4k5V4BRn_BpZ4-DhMtuwbaAAx-DQ=mo,BAU ROKOK.. PADAHAL MOBILNYA BAGUS,4,0,,2025-07-23 22:07:15,,,
bf8f00d3-d9ef-4cb8-853b-04d4eb3206c2,Ke*** M,https://play-lh.googleusercontent.com/a-/ALV-UjWdpLH7dpTgQGTLnWfbjfZWYTLWMxBAnnYGrLWhoe2hXOPAJRAwgA,"Lost and Found. Barang tertinggal di mobil, e-mail ke CS Green SM dan selang beberapa menit langsung dihubungi pihak CS. Akhirnya diberi kontak driver dan barang dapat dikembalikan dengan mudah.",5,2,4.6.1,2025-07-22 15:03:03,,,4.6.1
2d4824ed-3a49-452d-97cf-3496c81a37b1,Gr*********us,https://play-lh.googleusercontent.com/a/ACg8ocK_Z2n0Mu9J1ueeSyzgmmy1O13i14RdgY6xEz13IJRYSHCdgA=mo,"Bought the subscription, never received the vouchers. Don't buy GreenSM subscriptions.",1,4,4.6.1,2025-07-22 04:08:33,,,4.6.1
df946233-57b4-4c9b-9145-83e1a066845b,Al************ra,https://play-lh.googleusercontent.com/a/ACg8ocKfFdWFL668izHEls-N0cjfh32X1PM2m4NxNCBaLP9GcDDhqQ=mo,Byk driver dodol,1,2,,2025-07-19 23:37:27,,,
5225164d-21d9-41f3-b6bf-4aa32f7cbdf7,****,https://play-lh.googleusercontent.com/a-/ALV-UjU2Fk4RaTrRAicL62Sd95H0boDpnsd9LThIQ5WCPPxoXKcf2VzU,"book a head of time to catch train, getting cancelled by driver at pickup time, because ""low battery"" 😩",1,2,,2025-07-18 20:37:11,,,
a72702c7-595e-4698-86a1-46b8ad92023e,Ja*******by,https://play-lh.googleusercontent.com/a-/ALV-UjU3zxYCl6NMTSV7xdjrlRPjCH1zBySeccH8Id9EaxVBJwba8GmD,"Ngasih bintang 1 bukan gara2 app nya, tapi.. KALIAN NYARI DRIVER DISELEKSI APA ENGGA SIH?!! Ga sekali dua kali gw nemu driver kalian bawa mobil sembarangan sampai membahayakan pengguna kendaraan lain. Heran.",1,2,4.6.1,2025-07-18 18:28:19,,,4.6.1
8d3a5e88-61ea-4435-9bde-13b7131562e3,vi*********at,https://play-lh.googleusercontent.com/a-/ALV-UjVf53xAHzn3h-9US6IGyaggT8Mxu7_i_1AELmPj6-A4Biw3DEpr,terbaik,5,1,4.5.1,2025-07-15 09:24:34,,,4.5.1
afb46ae9-94b8-452a-86e7-c444b2a0c47f,ag*****ka,https://play-lh.googleusercontent.com/a-/ALV-UjWGZwR0qQZeo7px9j3TxbXRao-Y5aMT289xLm8K92MK7bKWrwM,"all services unavailable for 2 days straight? honestly was hyped to try this new taxi out, but because of whatever that is, i changed my mind",1,2,,2025-07-11 16:32:20,,,
844d49c8-0480-44ef-9621-4cbe5c0afe47,Uz********in,https://play-lh.googleusercontent.com/a-/ALV-UjUNiYBOxeXLtmkcW6RH_mVfv8uKMMNnFfvi2YjF2Ek6AhaWQ7NY,aplikasi tolol. order ga dapet dapet udah nunggu 15 menit. sekalinya dapet langsung cancel,1,1,4.5.1,2025-07-11 07:54:19,,,4.5.1
f694b5de-ccb3-4dd7-b7f2-9bf2a9e0623c,Ha*********hy,https://play-lh.googleusercontent.com/a-/ALV-UjUL4D_Udx5di05u-zpKcFGf96DRFj1yQ6axpo8y4b6vH-qs6Gs,"Ordernya gampang & perjalanan cepat banget pakai Green SM. Nggak sampai nunggu lama, mobilnya langsung datang. Selalu bersih juga, jadi makin nyaman selama di jalan.",5,0,,2025-07-09 11:08:16,,,
e6e975cb-dcf7-42bb-8788-626614d8bbcc,An***********ia,https://play-lh.googleusercontent.com/a-/ALV-UjWUr2-_gO_fH02SDVnhZiM16Ja8LOkfZcE-ledDGfb1gw4CELdO,"mobilnya bersih parah, serasa naik mobil mama pas baru disalonin, wangi jugaaaa gaada bau yang aneh aneh sama sekalii. loafff banget🥹🥹🫶🏽🫶🏽",5,2,4.5.1,2025-07-08 20:16:21,,,4.5.1
bfc6b11c-c846-4ed7-b292-c2ed4133822b,Vi***oy,https://play-lh.googleusercontent.com/a-/ALV-UjXOjMqM3BOXHNAyrfoigar-QlkP8FC3dm5nBj1huVk8O4cpbEzb,Sampe kiamat ga nemu nemu drivernya. apakah bangkrut?,1,1,4.5.1,2025-07-07 19:27:49,,,4.5.1
a1f574a7-5553-4e6c-8a26-dc632742e38d,Es*************a),https://play-lh.googleusercontent.com/a/ACg8ocIBntsdESUjCq2UBU1-ivTHpAyB1KZeUyDC09203ha7MlLVvk-w=mo,good app,5,1,4.5.1,2025-07-06 21:43:16,,,4.5.1
